rn1qkb1r/ppp1pppp/5n2/3p1b2/3P4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 4 4,-20
rn1qkb1r/ppp1pppp/5n2/3p1b2/3P1B2/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 5 4,0
rn1qkb1r/ppp1pppp/8/3p1b2/3P1Bn1/2N2N2/PPP1PPPP/R2QKB1R w KQkq - 6 5,63
rn1qkb1r/ppp1pppp/8/3p1b2/3P1Bn1/2N1PN2/PPP2PPP/R2QKB1R b KQkq - 0 5,88
r2qkb1r/ppp1pppp/2n5/3p1b2/3P1Bn1/2N1PN2/PPP2PPP/R2QKB1R w KQkq - 1 6,162
r2qkb1r/ppp1pppp/2n5/3p1b2/3P1Bn1/2N1PN2/PPP1BPPP/R2QK2R b KQkq - 2 6,48
r3kb1r/pppqpppp/2n5/3p1b2/3P1Bn1/2N1PN2/PPP1BPPP/R2QK2R w KQkq - 3 7,242
r3kb1r/pppqpppp/2n5/3p1b2/3P1Bn1/2N1PN2/PPP1BPPP/R2Q1RK1 b kq - 4 7,140
2kr1b1r/pppqpppp/2n5/3p1b2/3P1Bn1/2N1PN2/PPP1BPPP/R2Q1RK1 w - - 5 8,287
2kr1b1r/pppqpppp/2n5/1N1p1b2/3P1Bn1/4PN2/PPP1BPPP/R2Q1RK1 b - - 6 8,239
2kr1b1r/pppqpppp/8/1N1p1b2/1n1P1Bn1/4PN2/PPP1BPPP/R2Q1RK1 w - - 7 9,611
2kr1b1r/pppqpppp/8/1N1p1b2/1n1P1Bn1/4PN2/PPP1BPPP/2RQ1RK1 b - - 8 9,332
2kr1b1r/pppqpppp/8/1N1p1b2/3P1Bn1/4PN2/nPP1BPPP/2RQ1RK1 w - - 0 10,821
2kr1b1r/pppqpppp/8/1N1p1b2/3P1Bn1/4PN2/nPP1BPPP/R2Q1RK1 b - - 1 10,829
2kr1b1r/pppqpppp/8/1N1p1b2/1n1P1Bn1/4PN2/1PP1BPPP/R2Q1RK1 w - - 2 11,996
2kr1b1r/Nppqpppp/8/3p1b2/1n1P1Bn1/4PN2/1PP1BPPP/R2Q1RK1 b - - 0 11,822
1k1r1b1r/Nppqpppp/8/3p1b2/1n1P1Bn1/4PN2/1PP1BPPP/R2Q1RK1 w - - 1 12,901
1k1r1b1r/1ppqpppp/8/1N1p1b2/1n1P1Bn1/4PN2/1PP1BPPP/R2Q1RK1 b - - 2 12,729
1k1r1b1r/1ppqpppp/8/1N1p4/1n1P1Bn1/4PN2/1Pb1BPPP/R2Q1RK1 w - - 0 13,829
1k1r1b1r/1pBqpppp/8/1N1p4/1n1P2n1/4PN2/1Pb1BPPP/R2Q1RK1 b - - 0 13,825
2kr1b1r/1pBqpppp/8/1N1p4/1n1P2n1/4PN2/1PbQBPPP/R4RK1 b - - 2 14,1225
2kr1b1r/1pB1pppp/2q5/1N1p4/1n1P2n1/4PN2/1PbQBPPP/R4RK1 w - - 3 15,1622
2kr1b1r/NpB1pppp/2q5/3p4/1n1P2n1/4PN2/1PbQBPPP/R4RK1 b - - 4 15,1031
3r1b1r/NpBkpppp/2q5/3p4/1n1P2n1/4PN2/1PbQBPPP/R4RK1 w - - 5 16,1405
3r1b1r/1pBkpppp/2N5/3p4/1n1P2n1/4PN2/1PbQBPPP/R4RK1 b - - 0 16,1383
3r1b1r/2Bkpppp/2p5/3p4/1n1P2n1/4PN2/1PbQBPPP/R4RK1 w - - 0 17,1586
3B1b1r/3kpppp/2p5/3p4/1n1P2n1/4PN2/1PbQBPPP/R4RK1 b - - 0 17,1671
3k1b1r/4pppp/2p5/3p4/1n1P2n1/4PN2/1PbQBPPP/R4RK1 w - - 0 18,2868
5b1r/R4Qpp/2p2n2/3pPk2/4b2N/4P3/1P2BPPP/5RK1 b - - 2 24,2187
5b1r/R4Qpp/2p2n2/3pP1k1/4b2N/4P3/1P2BPPP/5RK1 w - - 3 25,3633
5b1r/R4Qpp/2p2n2/3pP1k1/4b2N/4P1P1/1P2BP1P/5RK1 b - - 0 25,2571
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,52
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,74
rnbqkbnr/ppp2ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,93
r1bqkbnr/ppp2ppp/2np4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,104
r1bqkbnr/ppp2ppp/2np4/3Pp3/4P3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,104
r1bqkbnr/ppp2ppp/3p4/3Pp3/1n2P3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,135
r1bqkbnr/ppp2ppp/3p4/3Pp3/1n2P3/P4N2/1PP2PPP/RNBQKB1R b KQkq - 0 5,123
r1bqkbnr/ppp2ppp/n2p4/3Pp3/4P3/P4N2/1PP2PPP/RNBQKB1R w KQkq - 1 6,137
r1bqkbnr/ppp2ppp/n2p4/3Pp3/4P3/P1N2N2/1PP2PPP/R1BQKB1R b KQkq - 2 6,122
r1bqk1nr/ppp1bppp/n2p4/3Pp3/4P3/P1N2N2/1PP2PPP/R1BQKB1R w KQkq - 3 7,104
r1bqk1nr/ppp1bppp/n2p4/3Pp3/1P2P3/P1N2N2/2P2PPP/R1BQKB1R b KQkq - 0 7,65
r1bqk2r/ppp1bppp/n2p1n2/3Pp3/1P2P3/P1N2N2/2P2PPP/R1BQKB1R w KQkq - 1 8,78
r1bqk2r/ppp1bppp/n2p1n2/3Pp1B1/1P2P3/P1N2N2/2P2PPP/R2QKB1R b KQkq - 2 8,30
r1bq1rk1/ppp1bppp/n2p1n2/3Pp1B1/1P2P3/P1N2N2/2P2PPP/R2QKB1R w KQ - 3 9,32
r1bq1rk1/ppp1bppp/n2p1n2/1P1Pp1B1/4P3/P1N2N2/2P2PPP/R2QKB1R b KQ - 0 9,-94
r1bq1rk1/ppp1bppp/3p1n2/1PnPp1B1/4P3/P1N2N2/2P2PPP/R2QKB1R w KQ - 1 10,-119
r1bq1rk1/ppp1bppp/3p1B2/1PnPp3/4P3/P1N2N2/2P2PPP/R2QKB1R b KQ - 0 10,-132
r1bq1rk1/ppp2ppp/3p1b2/1PnPp3/4P3/P1N2N2/2P2PPP/R2QKB1R w KQ - 0 11,-92
r1bq1rk1/ppp2ppp/3p1b2/1PnPp3/4P3/P1NB1N2/2P2PPP/R2QK2R b KQ - 1 11,-126
r1b2rk1/pppq1ppp/3p1b2/1PnPp3/4P3/P1NB1N2/2P2PPP/R2QK2R w KQ - 2 12,-49
r1b2rk1/pppq1ppp/3p1b2/1PnPp3/4P3/P1NB1N2/2P2PPP/R2Q1RK1 b - - 3 12,-90
r1b2rk1/pppq1ppp/3p1b2/1P1Pp3/4P3/P1Nn1N2/2P2PPP/R2Q1RK1 w - - 0 13,10
r1b2rk1/pppq1ppp/3p1b2/1P1Pp3/4P3/P1NQ1N2/2P2PPP/R4RK1 b - - 0 13,-63
r1b2rk1/pp1q1ppp/2pp1b2/1P1Pp3/4P3/P1NQ1N2/2P2PPP/R4RK1 w - - 0 14,0
r1b2rk1/pp1q1ppp/2pp1b2/1P1Pp3/P3P3/2NQ1N2/2P2PPP/R4RK1 b - - 0 14,24
r1b2rk1/pp1q1ppp/3p1b2/1P1pp3/P3P3/2NQ1N2/2P2PPP/R4RK1 w - - 0 15,126
r1b2rk1/pp1q1ppp/3p1b2/1P1Np3/P3P3/3Q1N2/2P2PPP/R4RK1 b - - 0 15,81
r1b2rk1/pp3ppp/3pqb2/1P1Np3/P3P3/3Q1N2/2P2PPP/R4RK1 w - - 1 16,286
r1b2rk1/ppN2ppp/3pqb2/1P2p3/P3P3/3Q1N2/2P2PPP/R4RK1 b - - 2 16,264
r1b2rk1/ppN2ppp/3p1b2/1P2p3/P3P1q1/3Q1N2/2P2PPP/R4RK1 w - - 3 17,586
N1b2rk1/pp3ppp/3p1b2/1P2p3/P3P1q1/3Q1N2/2P2PPP/R4RK1 b - - 0 17,625
N4rk1/pp1b1ppp/3p1b2/1P2p3/P3P1q1/3Q1N2/2P2PPP/R4RK1 w - - 1 18,767
5rk1/ppNb1ppp/3p1b2/1P2p3/P3P1q1/3Q1N2/2P2PPP/R4RK1 b - - 2 18,736
2r3k1/ppNb1ppp/3p1b2/1P2p3/P3P1q1/3Q1N2/2P2PPP/R4RK1 w - - 3 19,794
2r3k1/pp1b1ppp/3p1b2/1P1Np3/P3P1q1/3Q1N2/2P2PPP/R4RK1 b - - 4 19,760
2r3k1/pp1b1ppp/3p1bq1/1P1Np3/P3P3/3Q1N2/2P2PPP/R4RK1 w - - 5 20,901
2r3k1/pp1b1ppp/3p1Nq1/1P2p3/P3P3/3Q1N2/2P2PPP/R4RK1 b - - 0 20,794
2r3k1/pp1b1ppp/3p1q2/1P2p3/P3P3/3Q1N2/2P2PPP/R4RK1 w - - 0 21,810
2r3k1/pp1b1ppp/3p1q2/1P2p3/P3P3/3Q1N2/2P2PPP/R2R2K1 b - - 1 21,823
4r1k1/pp1b1ppp/3p1q2/1P2p3/P3P3/3Q1N2/2P2PPP/R2R2K1 w - - 2 22,849
4r1k1/pp1b1ppp/3Q1q2/1P2p3/P3P3/5N2/2P2PPP/R2R2K1 b - - 0 22,882
4r1k1/pp3ppp/3Q1q2/1P2p3/P3P1b1/5N2/2P2PPP/R2R2K1 w - - 1 23,850
4r1k1/pp3ppp/5Q2/1P2p3/P3P1b1/5N2/2P2PPP/R2R2K1 b - - 0 23,878
4r1k1/pp3p1p/5p2/1P2p3/P3P1b1/5N2/2P2PPP/R2R2K1 w - - 0 24,863
4r1k1/pp3p1p/5p2/1P2p3/P3P1b1/3R1N2/2P2PPP/R5K1 b - - 1 24,859
4r1k1/pp3p1p/5p2/1P2p3/P3P3/3R1b2/2P2PPP/R5K1 w - - 0 25,898
4r1k1/pp3p1p/5p2/1P2p3/P3P3/5R2/2P2PPP/R5K1 b - - 0 25,868
3r2k1/pp3p1p/5p2/1P2p3/P3P3/5R2/2P2PPP/R5K1 w - - 1 26,900
3r2k1/pp3p1p/5R2/1P2p3/P3P3/8/2P2PPP/R5K1 b - - 0 26,867
3r4/pp3pkp/5R2/1P2p3/P3P3/8/2P2PPP/R5K1 w - - 1 27,904
3r4/pp3pkp/8/1P2p3/P3P3/5R2/2P2PPP/R5K1 b - - 2 27,879
8/pp3pkp/8/1P2p3/P3P3/5R2/2Pr1PPP/R5K1 w - - 3 28,940
8/pp3pkp/8/1P2p3/P3P3/6R1/2Pr1PPP/R5K1 b - - 4 28,912
5k2/pp3p1p/8/1P2p3/P3P3/6R1/2Pr1PPP/R5K1 w - - 5 29,946
5k2/pp3p1p/8/1P2p3/P3P3/2P3R1/3r1PPP/R5K1 b - - 0 29,879
5k2/pp3p1p/8/1P2p3/P3P3/2P3R1/4rPPP/R5K1 w - - 1 30,886
5k2/pp3p1p/8/1P2p3/P3P3/2P2PR1/4r1PP/R5K1 b - - 0 30,836
5k2/pp3p1p/8/1P2p3/P3P3/2P2PR1/2r3PP/R5K1 w - - 1 31,917
5k2/pp3p1p/8/1P2p1R1/P3P3/2P2P2/2r3PP/R5K1 b - - 2 31,917
5k2/pp5p/5p2/1P2p1R1/P3P3/2P2P2/2r3PP/R5K1 w - - 0 32,1025
5k2/pp5p/5p2/1P2p2R/P3P3/2P2P2/2r3PP/R5K1 b - - 1 32,1024
8/pp4kp/5p2/1P2p2R/P3P3/2P2P2/2r3PP/R5K1 w - - 2 33,1043
8/pp4kp/5p2/1P2p2R/P3P3/2P2P2/2r3PP/3R2K1 b - - 3 33,1041
8/pp5p/5pk1/1P2p2R/P3P3/2P2P2/2r3PP/3R2K1 w - - 4 34,1064
8/pp5p/5pk1/1P2p3/P3P3/2P2P1R/2r3PP/3R2K1 b - - 5 34,934
8/pp5p/5pk1/1P2p3/P3P3/2r2P1R/6PP/3R2K1 w - - 0 35,994
8/pp1R3p/5pk1/1P2p3/P3P3/2r2P1R/6PP/6K1 b - - 1 35,996
8/pp1R3p/5pk1/1P2p3/P3P3/5P1R/6PP/2r3K1 w - - 2 36,1022
8/pp1R3p/5pk1/1P2p3/P3P3/5P1R/5KPP/2r5 b - - 3 36,1045
8/pp1R3p/5pk1/1P2p3/P3P3/5P1R/2r2KPP/8 w - - 4 37,1059
8/pp1R3p/5pk1/1P2p3/P3P3/5PKR/2r3PP/8 b - - 5 37,1048
8/pp1R4/5pk1/1P2p2p/P3P3/5PKR/2r3PP/8 w - - 0 38,1087
8/pR6/5pk1/1P2p2p/P3P3/5PKR/2r3PP/8 b - - 0 38,1148
8/R7/5p2/1P2p1kp/P3P3/5PKR/2r3PP/8 b - - 0 39,1189
8/R7/5p2/1P2p1k1/P3P2p/5PKR/2r3PP/8 w - - 0 40,5650
8/R7/5p2/1P2p1k1/P3P2R/5PK1/2r3PP/8 b - - 0 40,6987
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,37
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,24
rnb1kbnr/pp1ppppp/8/q1p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,69
rnb1kbnr/pp1ppppp/8/q1p5/4P3/P4N2/1PPP1PPP/RNBQKB1R b KQkq - 0 3,45
rnbqkbnr/ppp1pppp/8/3p4/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,-88
rnbqkbnr/ppp1pppp/8/8/3Pp3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,-68
rnbqkbnr/ppp1pppp/8/8/3Pp3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,-64
rnbqkb1r/ppp1pppp/5n2/8/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,-50
rnbqkb1r/ppp1pppp/5n2/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR b KQkq - 0 4,-86
rnbqkb1r/ppp1pppp/5n2/8/3P4/2N2p2/PPP3PP/R1BQKBNR w KQkq - 0 5,-47
rnbqkb1r/ppp1pppp/5n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R b KQkq - 0 5,-64
r1bqkb1r/ppp1pppp/2n2n2/8/3P4/2N2N2/PPP3PP/R1BQKB1R w KQkq - 1 6,-32
r1bqkb1r/ppp1pppp/2n2n2/1B6/3P4/2N2N2/PPP3PP/R1BQK2R b KQkq - 2 6,-56
r1bqkb1r/1pp1pppp/p1n2n2/1B6/3P4/2N2N2/PPP3PP/R1BQK2R w KQkq - 0 7,-40
r1bqkb1r/1pp1pppp/p1n2n2/8/3P4/2NB1N2/PPP3PP/R1BQK2R b KQkq - 1 7,-200
r2qkb1r/1pp1pppp/p1n2n2/8/3P2b1/2NB1N2/PPP3PP/R1BQK2R w KQkq - 2 8,-136
r2qkb1r/1pp1pppp/p1n2n2/8/3P2b1/2NB1N2/PPP3PP/R1BQ1RK1 b kq - 3 8,-315
r2qkb1r/1pp1pppp/p4n2/8/3n2b1/2NB1N2/PPP3PP/R1BQ1RK1 w kq - 0 9,-341
r2qkb1r/1pp1pppp/p4n2/8/3n2b1/2N2N2/PPP1B1PP/R1BQ1RK1 b kq - 1 9,-375
r2qkb1r/1pp1pppp/p4n2/8/6b1/2N2N2/PPP1n1PP/R1BQ1RK1 w kq - 0 10,-271
r2qkb1r/1pp1pppp/p4n2/8/6b1/2N2N2/PPP1Q1PP/R1B2RK1 b kq - 0 10,-248
r2qkb1r/1pp1pppp/p4n2/8/8/2N2b2/PPP1Q1PP/R1B2RK1 w kq - 0 11,-88
r2qkb1r/1pp1pppp/p4n2/8/8/2N2Q2/PPP3PP/R1B2RK1 b kq - 0 11,-139
r3kb1r/1pp1pppp/p4n2/8/3q4/2N2Q2/PPP3PP/R1B2RK1 w kq - 1 12,-15
r3kb1r/1pp1pppp/p4n2/8/3q4/2N1BQ2/PPP3PP/R4RK1 b kq - 2 12,-123
r3kb1r/1pp1pppp/p4n2/8/6q1/2N1BQ2/PPP3PP/R4RK1 w kq - 3 13,387
r3kb1r/1Qp1pppp/p4n2/8/6q1/2N1B3/PPP3PP/R4RK1 b kq - 0 13,376
3rkb1r/1Qp1pppp/p4n2/8/6q1/2N1B3/PPP3PP/R4RK1 w k - 1 14,429
3rkb1r/2p1pppp/p1Q2n2/8/6q1/2N1B3/PPP3PP/R4RK1 b k - 2 14,82
3rkb1r/2pnpppp/p1Q5/8/6q1/2N1B3/PPP3PP/R4RK1 w k - 3 15,786
3rkb1r/2pnpppp/p1Q5/3N4/6q1/4B3/PPP3PP/R4RK1 b k - 4 15,716
3rkb1r/2pn1ppp/p1Q1p3/3N4/6q1/4B3/PPP3PP/R4RK1 w k - 0 16,885
3rkb1r/2Nn1ppp/p1Q1p3/8/6q1/4B3/PPP3PP/R4RK1 b k - 0 16,794
3r1b1r/2Nnkppp/p1Q1p3/8/6q1/4B3/PPP3PP/R4RK1 w - - 1 17,859
3r1b1r/2Nnkppp/p1Q1p3/8/6q1/8/PPPB2PP/R4RK1 b - - 2 17,701
r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,37
r1bqkbnr/pppp1ppp/2n5/3Pp3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,55
r1bqkbnr/ppppnppp/8/3Pp3/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,98
r1bqkbnr/ppppnppp/8/3Pp3/4P3/2P5/PP3PPP/RNBQKBNR b KQkq - 0 4,45
r1bqkbnr/pppp1ppp/6n1/3Pp3/4P3/2P5/PP3PPP/RNBQKBNR w KQkq - 1 5,56
r1bqkbnr/pppp1ppp/6n1/3Pp3/1P2P3/2P5/P4PPP/RNBQKBNR b KQkq - 0 5,-127
rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,4
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,16
r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,32
r1bqkbnr/pppp1ppp/8/4p3/2BnP3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,139
r1bqkbnr/pppp1ppp/8/4p3/2BnP3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,54
r1bqkbnr/pppp1ppp/8/4p3/2B1P3/3P1n2/PPP2PPP/RNBQK2R w KQkq - 0 5,60
r1bqkbnr/pppp1ppp/8/4p3/2B1P3/3P1Q2/PPP2PPP/RNB1K2R b KQkq - 0 5,41
r1bqkb1r/pppp1ppp/5n2/4p3/2B1P3/3P1Q2/PPP2PPP/RNB1K2R w KQkq - 1 6,52
r1bqkb1r/pppp1ppp/5n2/4p3/2B1P3/3P1Q1P/PPP2PP1/RNB1K2R b KQkq - 0 6,47
r1bqk2r/pppp1ppp/5n2/2b1p3/2B1P3/3P1Q1P/PPP2PP1/RNB1K2R w KQkq - 1 7,35
r1bqk2r/pppp1ppp/5n2/2b1p3/2B1P3/P2P1Q1P/1PP2PP1/RNB1K2R b KQkq - 0 7,-14
r1bq1rk1/pppp1ppp/5n2/2b1p3/2B1P3/P2P1Q1P/1PP2PP1/RNB1K2R w KQ - 1 8,13
r1bq1rk1/pppp1ppp/5n2/2b1p3/2B1P3/P2PBQ1P/1PP2PP1/RN2K2R b KQ - 2 8,-17
